name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
PINKWOOD Women Sandal Block Heel,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41-VjjvpCgL._AC_UL320_.jpg,https://www.amazon.in/PINKWOOD-Women-Sandal-block-heel/dp/B08VMYKD61/ref=sr_1_220?qid=1679211497&s=shoes&sr=1-220,3.6,"2,627",₹340,₹999
"BATA Womens Blossom Sandal Flats, (5612288), UK 8",women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81GIeqy3NkL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Blossom-Sandal-5612288/dp/B0B7R38YYK/ref=sr_1_221?qid=1679211497&s=shoes&sr=1-221,4.0,2,₹884,"₹1,499"
Mochi womens 41-4019 Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/715FykXJ8cL._AC_UL320_.jpg,https://www.amazon.in/Mochi-Womens-Black-Slingback-5-41-4019/dp/B098R75YTK/ref=sr_1_222?qid=1679211497&s=shoes&sr=1-222,3.9,885,₹995,"₹1,990"
Skechers womens Go Walk 5 Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71J5LqFnlAL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Off-White-Pink-Womens-Walking-Shoes-124033-OFPK-GO/dp/B0B4DKW2DV/ref=sr_1_223?qid=1679211497&s=shoes&sr=1-223,4.2,15,"₹3,651","₹6,999"
"BATA Womens Mary Heels, (7616700)",women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71dZVU2C2KL._AC_UL320_.jpg,https://www.amazon.in/Bata-Womens-Mary-Heels-7616700/dp/B0B153T1LZ/ref=sr_1_224?qid=1679211497&s=shoes&sr=1-224,4.1,159,₹701,"₹1,299"
Duosoft House Slipper for Women's Care Dr Orthopaedic Super Comfort Fitting Flat Cushion Chappal Flip-Flop for Ladies and ...,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/619aVv+2V0L._AC_UL320_.jpg,https://www.amazon.in/Duosoft-016-Green-Slipper-Orthopaedic-Flip-Flop/dp/B0BDSDS9LK/ref=sr_1_225?qid=1679211497&s=shoes&sr=1-225,3.4,40,₹227.05,₹798
DOCTOR EXTRA SOFT Women's Care Orthopaedic and Diabetic Super Comfort Dr Sliders Flipflops and House Slippers for Women’s ...,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61fJVSFTFNL._AC_UL320_.jpg,https://www.amazon.in/DOCTOR-EXTRA-SOFT-Orthopaedic-D-21-Black-7/dp/B0B8T8Y6QW/ref=sr_1_226?qid=1679211497&s=shoes&sr=1-226,3.9,356,₹399,₹999
crocs Unisex-Adult Bayaband Black or White Clogs-7 Men/ 8 UK Women (M8W10) (205089),women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51I8wNtYWGL._AC_UL320_.jpg,https://www.amazon.in/crocs-Unisex-Bayaband-Clogs-M8W10-205089/dp/B07FKXSPM9/ref=sr_1_227?qid=1679211497&s=shoes&sr=1-227,4.4,870,"₹1,922","₹2,995"
Sichumaria Anti-Wrinkle Shoes Flod Protectors Toe Box Defloder Shoes Flod Guards for Sneaker and Casual Shoes Soft Materia...,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41mShz1CCaL._AC_UL320_.jpg,https://www.amazon.in/Sichumaria-Anti-Wrinkle-Protectors-Defloder-Indentation/dp/B0B13YF21L/ref=sr_1_228?qid=1679211497&s=shoes&sr=1-228,3.7,19,₹248,₹999
"DOCTOR EXTRA SOFT Women's Orthopedic and Diabetic Comfort Ortho Care, Bathroom Rubber Flip-Flops and House Slipper [OR-D-02]",women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71W6UjcCuYS._AC_UL320_.jpg,https://www.amazon.in/DOCTOR-EXTRA-SOFT-Orthopedic-Flip-Flops/dp/B091J43R8Q/ref=sr_1_229?qid=1679211497&s=shoes&sr=1-229,4.0,997,₹249,₹699
BATA womens Solitaire Thong Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61lNpHvbHUS._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Solitaire-Slipper-5-5713989/dp/B091Q6W4RV/ref=sr_1_230?qid=1679211497&s=shoes&sr=1-230,4.0,832,₹460,₹899
Campus Women's Lisa (N) Running Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61i8GmIO6fL._AC_UL320_.jpg,https://www.amazon.in/Campus-Womens-Running-Shoes-India/dp/B09QX6QCDS/ref=sr_1_231?qid=1679211497&s=shoes&sr=1-231,4.2,51,₹779,₹949
"Kraasa Casual Sneakers for Women | Latest Trend Casual Shoes, Walking Shoes for Women",women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/318SbnmmMNL._AC_UL320_.jpg,https://www.amazon.in/Kraasa-Casual-Sneakers-Women-Latest/dp/B0BHQKL752/ref=sr_1_232?qid=1679211497&s=shoes&sr=1-232,4.1,26,₹299,₹999
Campus Men's Alexa Running Sport Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51IIOptMdQL._AC_UL320_.jpg,https://www.amazon.in/Campus-Womens-Running-Shoes-8-5G-663/dp/B07WPKKV3W/ref=sr_1_233?qid=1679211497&s=shoes&sr=1-233,4.1,991,₹745,"₹1,699"
Sparx Womens Sl-231 Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71dhqFlGT8L._AC_UL320_.jpg,https://www.amazon.in/Sparx-Women-SL-231-Casual-SD0231L_NBPK_0006/dp/B0BLCP3ZJT/ref=sr_1_234?qid=1679211497&s=shoes&sr=1-234,3.8,58,₹664,₹699
"DOCTOR EXTRA SOFT Memory Foam Women's Shoes for Walking Gym Training,Casual, Sports,Slip-On,Lightweight Lace Up Athletics ...",women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61QRwWappGL._AC_UL320_.jpg,https://www.amazon.in/DOCTOR-EXTRA-SOFT-Lightweight-D-1002-MAROON-6/dp/B0BSR6X5V9/ref=sr_1_235?qid=1679211497&s=shoes&sr=1-235,4.5,189,₹599,₹999
Campus Women's Jessica BLK/Rani Running Shoes 7-UK/India,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51CdRQAgFGL._AC_UL320_.jpg,https://www.amazon.in/Campus-Womens-Jessica-Running-Shoes/dp/B09VH3NSH8/ref=sr_1_236?qid=1679211497&s=shoes&sr=1-236,3.8,41,₹666,"₹1,119"
DRUNKEN Slipper For Men's and Women's Flip Flops Winter Slides Home Open Toe Non Slip,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41IiaRRvujL._AC_UL320_.jpg,https://www.amazon.in/DRUNKEN-Slipper-Womens-Winter-Purple/dp/B09HQ2HZKR/ref=sr_1_237?qid=1679211497&s=shoes&sr=1-237,3.5,"1,693",₹462,"₹1,179"
BATA womens Deva Sandal Black Heeled Sandal - 6 UK (6616712),women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71vxEKcoH6L._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Fashion-Sandals-6-6616912/dp/B07LDKQFWW/ref=sr_1_238?qid=1679211497&s=shoes&sr=1-238,4.1,561,₹790.66,₹999
ASIAN womens Fashion-13 Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61ZAzlUu4-L._AC_UL320_.jpg,https://www.amazon.in/ASIAN-Womens-Fashion-13-Walking-Running/dp/B0974P5PBT/ref=sr_1_239?qid=1679211497&s=shoes&sr=1-239,3.8,290,₹534,₹999
Vendoz Women Black Casual Stylish Sneakers,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81vL+6CD2FL._AC_UL320_.jpg,https://www.amazon.in/Vendoz-Women-Premium-Casual-Sneakers/dp/B08T632H5B/ref=sr_1_240?qid=1679211497&s=shoes&sr=1-240,3.7,"1,210",₹634,₹999
PrasKing Stylish Premium High Top Slip On Sneaker Shoes for Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/51B7J0yoNLL._AC_UL320_.jpg,https://www.amazon.in/PrasKing-Sneaker-Shoes-Women-UK-IND/dp/B07ZY4G5LQ/ref=sr_1_433?qid=1679211499&s=shoes&sr=1-433,3.6,"2,676",₹549,₹999
Campus Women's Krystal Running Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/71A4U4XQCNL._AC_UL320_.jpg,https://www.amazon.in/Campus-Womens-Krystal-BRGNDY-Running/dp/B09JPBMT8F/ref=sr_1_434?qid=1679211499&s=shoes&sr=1-434,4.2,803,"₹1,046","₹1,899"
HD Women's Slipper Flip Flop,women's shoes,Shoes,https://m.media-amazon.com/images/I/31Vu4UodfiL._AC_UL320_.jpg,https://www.amazon.in/HD-SLIPPER-CHRITMAS-SPECIAL-BHALO_GREY-39/dp/B09BYYTTHG/ref=sr_1_435?qid=1679211499&s=shoes&sr=1-435,3.7,"1,371",₹349,₹699
BATA Women's Casual Thong Slippers,women's shoes,Shoes,https://m.media-amazon.com/images/I/718dlRhg3yL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Slippers-Brown_5-UK/dp/B084WZ7GTC/ref=sr_1_436?qid=1679211499&s=shoes&sr=1-436,4.1,316,,₹499
Sparx Women's Sf0084l Flip Flops,women's shoes,Shoes,https://m.media-amazon.com/images/I/61l5b510p-L._AC_UL320_.jpg,https://www.amazon.in/Sparx-Womens-Peach-Slipper-SF0084L/dp/B08ZNLSHS7/ref=sr_1_437?qid=1679211499&s=shoes&sr=1-437,3.9,780,₹299,₹379
Vendoz Women Casual Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/61BOt894PEL._AC_UL320_.jpg,https://www.amazon.in/Vendoz-Women-Pink-Casual-Shoes/dp/B0B7K21HXQ/ref=sr_1_438?qid=1679211499&s=shoes&sr=1-438,3.6,479,₹698,₹999
HimQuen Sports Shoes Sneaker Cool Design for Women & Girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/718o-0csARL._AC_UL320_.jpg,https://www.amazon.in/HimQuen-Sports-Shoes-Sneaker-Design/dp/B08QZGRJ3B/ref=sr_1_439?qid=1679211499&s=shoes&sr=1-439,3.7,831,₹579,₹899
Skechers Womens Go Walk Joy Popular Walking Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/71FXYb0CmvL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Womens-Popular-Walking-124096-NVW/dp/B098T1BY9P/ref=sr_1_440?qid=1679211499&s=shoes&sr=1-440,4.4,91,"₹2,609","₹5,499"
BATA Women's Lycra Slip on E Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/61LLk6h1OsL._AC_UL320_.jpg,https://www.amazon.in/BATA-womens-LYCRA-Black-Slipper/dp/B0BFF326KY/ref=sr_1_441?qid=1679211499&s=shoes&sr=1-441,3.8,6,₹620,₹899
"BATA Womens Lille Heels, (6618515)",women's shoes,Shoes,https://m.media-amazon.com/images/I/71JZ2+Ny0zL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Fashion-Sandals-6-6618915/dp/B07W7TYMGS/ref=sr_1_442?qid=1679211499&s=shoes&sr=1-442,4.1,712,₹659,₹999
Skechers Womens Go Walk Evolution Ultra-conce Walking Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/81T4lbje-XL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Womens-Evolution-Ultra-15756-Sneaker/dp/B07FKW9K6N/ref=sr_1_443?qid=1679211499&s=shoes&sr=1-443,4.6,126,"₹3,447.21","₹5,999"
TRASE women's & Girl's Slippers,women's shoes,Shoes,https://m.media-amazon.com/images/I/61CUPjTrzdL._AC_UL320_.jpg,https://www.amazon.in/TRASE-Dr-Cherry-Slippers-Comfortable/dp/B076F2BK2S/ref=sr_1_444?qid=1679211499&s=shoes&sr=1-444,3.9,"5,099",₹599,₹999
Carlton London Women's Cll-6197 Flat Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/61wzhp-s79S._AC_UL320_.jpg,https://www.amazon.in/Carlton-London-Womens-Sandal-5-CLL-6197/dp/B08VPKDHV8/ref=sr_1_445?qid=1679211499&s=shoes&sr=1-445,3.6,357,₹458,₹995
VENDOZ Women Premium Ankle Length Casual Boots,women's shoes,Shoes,https://m.media-amazon.com/images/I/61fCxEGI+zL._AC_UL320_.jpg,https://www.amazon.in/Vendoz-Women-Black-Length-Casual/dp/B0B4P5K4LP/ref=sr_1_446?qid=1679211499&s=shoes&sr=1-446,3.6,216,₹498,₹999
Rajasthani Jaipuri Work Kolhapuri Ethnic Womens Girls Ladies SLI Fashionable Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/81WzIy73CoL._AC_UL320_.jpg,https://www.amazon.in/Rajasthani-Jaipuri-Kolhapuri-Fashionable-Sandals/dp/B0BQRHG9J8/ref=sr_1_447?qid=1679211499&s=shoes&sr=1-447,3.5,2,₹499,₹899
"BATA Women SOFTINA Flip Flops, Blue, (5719827)",women's shoes,Shoes,https://m.media-amazon.com/images/I/51xHNCmUtQL._AC_UL320_.jpg,https://www.amazon.in/Bata-Womens-SOFTINA-Blue-Slipper/dp/B09W5WY51S/ref=sr_1_448?qid=1679211499&s=shoes&sr=1-448,4.2,128,₹369,₹499
Reebok Womens Stride Walker W Walking Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/81kb5-6HVxL._AC_UL320_.jpg,https://www.amazon.in/Reebok-Womens-Infused-Stride-Walking/dp/B09N6TQH6D/ref=sr_1_449?qid=1679211499&s=shoes&sr=1-449,4.7,4,"₹1,198","₹2,799"
Two Soft Women's Daily use stylish slippers/flipflop/Heels Slipper for Women & Girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/61cfP99mp1L._AC_UL320_.jpg,https://www.amazon.in/Two-Soft-Anti-Skid-Comfortable-Fabrication/dp/B0B6BJVM8R/ref=sr_1_450?qid=1679211499&s=shoes&sr=1-450,3.6,50,₹279,"₹1,999"
G BEST Combo Soft Comfortable Slippers & Flip-Flops for Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/71+69R93RWL._AC_UL320_.jpg,https://www.amazon.in/BEST-Comfortable-Slippers-Flip-Flops-numeric_8/dp/B0BQCBJF49/ref=sr_1_451?qid=1679211499&s=shoes&sr=1-451,2.9,15,₹399,₹999
FLITE Women's Slippers Slider,women's shoes,Shoes,https://m.media-amazon.com/images/I/71QJqv5vI0L._AC_UL320_.jpg,https://www.amazon.in/Flite-Womens-Slider-Brown-Black/dp/B09VPRPWMP/ref=sr_1_452?qid=1679211499&s=shoes&sr=1-452,4.0,64,₹280,₹399
Centrino Women's 3801 Flat Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/61JVvWyfbrL._AC_UL320_.jpg,https://www.amazon.in/Centrino-womens-3801-1-Sandal-BROWN/dp/B09G6RZ3KL/ref=sr_1_453?qid=1679211499&s=shoes&sr=1-453,4.0,151,₹459,₹999
BATA Womens Winter Daisy Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/71FDG-XZwAL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Winter-Sneakers-7-5595229/dp/B07V7HWNHH/ref=sr_1_454?qid=1679211499&s=shoes&sr=1-454,4.1,117,₹369,₹499
BAHAMAS Women's Whpk Flip-Flops - 8 UK/India (42 EU)(BH0076L) White-Pink,women's shoes,Shoes,https://m.media-amazon.com/images/I/51EtOuP7BEL._AC_UL320_.jpg,https://www.amazon.in/Bahamas-Womens-Flip-Flops-8-India-BH0076L/dp/B07DRTZ5H5/ref=sr_1_455?qid=1679211499&s=shoes&sr=1-455,4.1,423,₹164,₹164.50
DRUNKEN Slipper For Women's Flip Flops House Slides Home Bathroom Clogs Massage Outdoor,women's shoes,Shoes,https://m.media-amazon.com/images/I/51c5zmmXpxL._AC_UL320_.jpg,https://www.amazon.in/DRUNKEN-Slipper-Bathroom-Massage-Outdoor/dp/B09SZFCGL7/ref=sr_1_456?qid=1679211499&s=shoes&sr=1-456,3.5,98,₹398,₹899
"BlackBeatle latest women’s kitten flip flops,",women's shoes,Shoes,https://m.media-amazon.com/images/I/61utTpYLiWL._AC_UL320_.jpg,https://www.amazon.in/BLACKBEATLE-LATEST-Open-Back-Slipper-numeric_6/dp/B09F9SNPNW/ref=sr_1_457?qid=1679211499&s=shoes&sr=1-457,3.7,261,₹349,₹999
Flite PU Women's Pul082l Flip-Flops,women's shoes,Shoes,https://m.media-amazon.com/images/I/71ugxpQnLsL._AC_UL320_.jpg,https://www.amazon.in/Flite-PU-Womens-Flip-Flops-7-PUL082L_PCPC0007/dp/B07RC4Q23T/ref=sr_1_458?qid=1679211499&s=shoes&sr=1-458,4.1,369,₹399,₹499
DRUNKEN Slipper For Men's and Women's Flip Flops Winter Slides Home Open Toe Non Slip,women's shoes,Shoes,https://m.media-amazon.com/images/I/71447I9OPHL._AC_UL320_.jpg,https://www.amazon.in/DRUNKEN-Slipper-Womens-Winter-Slides/dp/B0BKLHZJ1Y/ref=sr_1_459?qid=1679211499&s=shoes&sr=1-459,3.6,259,₹498,₹999
Reebok Classics Womens Reebok Royal Glide Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/71wIi703SZL._AC_UL320_.jpg,https://www.amazon.in/Reebok-Womens-Infused-Classics-GY9276/dp/B09N7153Z8/ref=sr_1_460?qid=1679211499&s=shoes&sr=1-460,4.5,21,"₹2,864","₹5,599"
"ASIAN Women's Fashion-13 Sports Running,Walking & Gym Shoes for Eva Sole Casual Sneaker Lightweight Lace-Up Shoes for Girl's",women's shoes,Shoes,https://m.media-amazon.com/images/I/61vdsBLRceL._AC_UL320_.jpg,https://www.amazon.in/ASIAN-Womens-Fashion-13-Walking-Running/dp/B09BK2ZQZB/ref=sr_1_461?qid=1679211499&s=shoes&sr=1-461,3.8,"4,179",₹534,₹999
HEALTH FIT Womens Black-Red Extra Soft Ortho Care Diabetic & Orthopedic Slippers //Doctor Chappal & Flip Flop Footwear wit...,women's shoes,Shoes,https://m.media-amazon.com/images/I/51YctdhNoAL._AC_UL320_.jpg,https://www.amazon.in/HEALTH-FIT-Diabetic-Orthopedic-Slippers/dp/B08T9PP8NG/ref=sr_1_462?qid=1679211499&s=shoes&sr=1-462,4.0,635,₹749,₹999
Red Tape Women's Walking Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/71tb7zfd5QL._AC_UL320_.jpg,https://www.amazon.in/Red-Tape-Women-Walking-RLO0766A/dp/B09N7921GR/ref=sr_1_463?qid=1679211499&s=shoes&sr=1-463,4.0,85,"₹1,180","₹5,899"
FLITE Women's Flip-Flops,women's shoes,Shoes,https://m.media-amazon.com/images/I/41W00dA8HaL._AC_UL320_.jpg,https://www.amazon.in/FLITE-Womens-Flip-Flops-7-India-FL0270L/dp/B075MYQGLV/ref=sr_1_464?qid=1679211499&s=shoes&sr=1-464,4.1,"2,291",₹249,₹299
FORVELA Doctor Soft Flat Ortho Care Orthopaedic Diabetic Comfort Dr Flipflops Slippers For Women and Girl's Bathroom House...,women's shoes,Shoes,https://m.media-amazon.com/images/I/51dL0MpX15L._AC_UL320_.jpg,https://www.amazon.in/FORVELA-Orthopaedic-Diabetic-Flipflops-numeric_7/dp/B0BNJCNRZR/ref=sr_1_465?qid=1679211499&s=shoes&sr=1-465,3.7,31,,₹399
BATA Womens FEMINA-COMF E Red Slipper - 6 UK (6715349),women's shoes,Shoes,https://m.media-amazon.com/images/I/61OAFmBzFVL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-FEMINA-COMF-Slipper-6-6715349/dp/B0B5T9VF6J/ref=sr_1_466?qid=1679211499&s=shoes&sr=1-466,3.3,3,₹463,₹799
WELCOME Women's Flipper Flip-Flop,women's shoes,Shoes,https://m.media-amazon.com/images/I/81gOxXbT7aL._AC_UL320_.jpg,https://www.amazon.in/WELCOME-Womens-Flipper-Navy-Slide-6/dp/B09831MBVP/ref=sr_1_467?qid=1679211499&s=shoes&sr=1-467,3.7,109,₹140,₹599
BATA Womens BUBBLE X LADIES Peach Sliders,women's shoes,Shoes,https://m.media-amazon.com/images/I/61qfkoVdzTL._AC_UL320_.jpg,https://www.amazon.in/Womens-Bubble-Ladies-Slipper-4-5715626/dp/B0931R3TN8/ref=sr_1_468?qid=1679211499&s=shoes&sr=1-468,3.9,194,₹383,₹599
crocs unisex-adult Clscrcamlrmxflp Flip,women's shoes,Shoes,https://m.media-amazon.com/images/I/51c3s888+LL._AC_UL320_.jpg,https://www.amazon.in/Unisex-Classic-Marbled-Microchip-207822-1FJ/dp/B09GBBZVBX/ref=sr_1_469?qid=1679211499&s=shoes&sr=1-469,4.3,631,"₹1,331","₹2,295"
"TRASE Women's Fashion Slippers | Doctor Ortho Soft & Comfortable Slip-Ons for Women & Girls | Lightweight & Stylish, Diabe...",women's shoes,Shoes,https://m.media-amazon.com/images/I/717Q7KXFIBL._AC_UL320_.jpg,https://www.amazon.in/TRASE-Erica-Comfortable-Slippers-Women-6/dp/B07X7WHT4Z/ref=sr_1_470?qid=1679211499&s=shoes&sr=1-470,3.8,"3,536",₹599,"₹1,199"
BATA Womens Weld-Softy Sneakers,women's shoes,Shoes,https://m.media-amazon.com/images/I/71M8oSPCsRL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Weld-Softy-Sneakers-7-5596910/dp/B07V6GGW25/ref=sr_1_471?qid=1679211499&s=shoes&sr=1-471,4.2,744,₹295,₹399
BATA womens Aroma Sandal Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/711nw0gay6L._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Fashion-Sandals-5-6616633/dp/B07YGMZQN2/ref=sr_1_472?qid=1679211499&s=shoes&sr=1-472,3.6,"3,287",₹724,₹852
Adidas Women's Adilette Aqua W Sd Slides,women's shoes,Shoes,https://m.media-amazon.com/images/I/61itCqu4sDL._AC_UL320_.jpg,https://www.amazon.in/adidas-Womens-Adilette-wonwhi-GZ5877/dp/B096NC6YGD/ref=sr_1_473?qid=1679211499&s=shoes&sr=1-473,3.9,150,"₹1,310","₹2,299"
Flavia Women Running Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/81NSvvQsFZL._AC_UL320_.jpg,https://www.amazon.in/Flavia-Walking-FKT-ST-1906-GRY/dp/B0845C5WWZ/ref=sr_1_474?qid=1679211499&s=shoes&sr=1-474,3.8,598,₹359,"₹1,799"
Amico Comfotable Lightweight Casual Sneaker for Women/Girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/61AoT2LwYzL._AC_UL320_.jpg,https://www.amazon.in/Amico-Comfotable-Lightweight-Casual-Sneaker/dp/B09GS7V7MV/ref=sr_1_475?qid=1679211499&s=shoes&sr=1-475,3.3,516,₹499,"₹1,499"
SABBAG Trendy And Newly Look Tie Block Heel Sandal For Women And Girl,women's shoes,Shoes,https://m.media-amazon.com/images/I/41Vmnn7xSZL._AC_UL320_.jpg,https://www.amazon.in/SABBAG-Trendy-Newly-Block-Sandal/dp/B0BKVP7ZVB/ref=sr_1_476?qid=1679211499&s=shoes&sr=1-476,3.7,7,₹379,₹899
Earth Step Women's Black Wedge Heel Sandal for girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/61yOyGVO5yL._AC_UL320_.jpg,https://www.amazon.in/Fashion-Sandals-Comfortable-Stylish-Floaters/dp/B09YHLVY7D/ref=sr_1_477?qid=1679211499&s=shoes&sr=1-477,3.8,32,₹536,₹999
Robbie jones Casual Sneaker White Shoes for Girls and Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/31CvYj6zXmL._AC_UL320_.jpg,https://www.amazon.in/Robbie-jones-Casual-Sneaker-White/dp/B09Y5VTDX4/ref=sr_1_478?qid=1679211499&s=shoes&sr=1-478,3.0,63,₹499,₹999
BATA Girl's Hearts Peep Toe Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/51QDibdxZPL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Hearts-Flats-4-5528015/dp/B0876NWJWJ/ref=sr_1_479?qid=1679211499&s=shoes&sr=1-479,4.3,194,₹369,₹499
Sparx Womens Sl-146 Running Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/81e6d8-oSDL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Running-Shoes-Womens-D-Grey/dp/B07XYCCRCW/ref=sr_1_480?qid=1679211499&s=shoes&sr=1-480,4.3,"4,037",₹818,"₹1,049"
crocs Unisex-Adult Clscpltfrmflip Flip,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71cyObAwGkL._AC_UL320_.jpg,https://www.amazon.in/Womens-Classic-Platform-Oxygen-207714-4TB/dp/B09H44DKDP/ref=sr_1_577?qid=1679211502&s=shoes&sr=1-577,4.2,99,"₹1,048","₹2,495"
FLITE womens 0 Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/412cIoGGPFL._AC_UL320_.jpg,https://www.amazon.in/FLITE-Womens-Flip-Flops-8-India-PUL061L/dp/B075N584WK/ref=sr_1_578?qid=1679211502&s=shoes&sr=1-578,4.2,"2,358",₹340,₹399
Skechers Womens Go Run Fast-Valor Running Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81qsseaWw8L._AC_UL320_.jpg,https://www.amazon.in/Skechers-Performance-Go-Run-Fast/dp/B07H5WKND9/ref=sr_1_579?qid=1679211502&s=shoes&sr=1-579,4.5,377,"₹2,482","₹4,999"
Robbie jones Casual Sneaker White and Black Shoes for Girls and Women,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31ry9FdWUiL._AC_UL320_.jpg,https://www.amazon.in/Robbie-jones-Casual-Sneaker-White/dp/B0B292P78R/ref=sr_1_580?qid=1679211502&s=shoes&sr=1-580,3.3,32,₹499,₹999
ILU Slipper for Women's Flip Flops Fur Winter House Slides Home Indoor Outdoor,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91KwAVtqX0L._AC_UL320_.jpg,https://www.amazon.in/ILU-Slipper-Womens-Outdoor-Sandals/dp/B08KZKP79C/ref=sr_1_581?qid=1679211502&s=shoes&sr=1-581,4.0,623,₹498,"₹1,099"
Ortho Care Women's Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/619IjvY-duL._AC_UL320_.jpg,https://www.amazon.in/Ortho-Care-Doctor-Healthcare-Slipper/dp/B07L1QNZ9L/ref=sr_1_582?qid=1679211502&s=shoes&sr=1-582,4.0,"1,024",₹435,₹500
MOHUK Round Open Toe Flat Sandals for Women,women's shoes,Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71LGwRSSEjL._AC_UL320_.jpg,https://www.amazon.in/MOHUK-Round-Sandals-Women-numeric_8/dp/B0BKWGNJSV/ref=sr_1_583?qid=1679211502&s=shoes&sr=1-583,4.5,4,₹299,₹999
